JSON Filename,Total Records,Committee Matches,Accuracy,Precision,Recall,F1 Score
cogito_14b_november_2024_prompt2.json,1000,857,0.857,0.7697519841269842,0.7359378978193074,0.7458306549083153
gpt-4o_november_2024_prompt2.json,1000,969,0.969,0.9143012615493958,0.9135605454868514,0.9114203686899618
granite31_dense_8b_november_2024_prompt2.json,1000,813,0.813,0.7079920817462345,0.6609413665792429,0.6732064572427958
llama-3.2-3b-preview_november_2024.json,552,219,0.3967391304347826,0.3978102189781022,0.2804423827448731,0.3133652215983689
gpt-4o-mini_november_2024.json,1000,969,0.969,0.9110674307036247,0.9129430970149254,0.9102566502638711
olmo2_13b_november_2024_prompt2.json,1000,848,0.848,0.7519841269841269,0.7045318821513674,0.7181449940788344
phi4_november_2024_prompt2.json,1000,852,0.852,0.7445771619684664,0.7025965464301585,0.7157734600303489
mistral_small_32_november_2024_prompt2.json,1000,934,0.934,0.8380897457022024,0.8210712423162342,0.8256175601208667
qwq_november_2024_prompt2.json,1000,863,0.863,0.790288510076496,0.7598272941645176,0.7687806947033587
internlm3_8b_instruct_november_2024_prompt2.json,1000,653,0.653,0.4099592867450011,0.34693050292439387,0.36626145427922696
mixtral_november_2024.json,461,420,0.911062906724512,0.8649162861491628,0.8414671832480051,0.8462411577115708
openai4o_nov24_november_2024.json,1000,940,0.94,0.8732539233388129,0.8638564151715804,0.8657750436502304
qwen3_14b_november_2024_prompt2.json,1000,239,0.239,0.35443802521008405,0.20353339853174812,0.23865923872994532
gemma2_27b_november_2024.json,994,822,0.8269617706237424,0.6981481481481482,0.6430447679733926,0.6589975179188283
qwen25_november_2024_prompt2.json,1000,955,0.955,0.8761057447890188,0.8650288421231014,0.8668891348099567
qwen3_32b_november_2024_prompt2.json,1000,638,0.638,0.6965699932455252,0.5484833877361955,0.5960141856958322
granite3.2_november_2024_prompt2.json,1000,807,0.807,0.6921833426816816,0.6470417553271532,0.6603264739773859
qwq_november_2024.json,996,800,0.8032128514056225,0.7705566733735748,0.698037079762718,0.7213281640498118
cogito_70b_november_2024_prompt2.json,1000,891,0.891,0.824906462585034,0.7961850426359355,0.8048880129294079
llama_4_scout_17b_16e_instruct_november_2024_prompt2.json,1000,936,0.936,0.8746832482993196,0.8575515035559679,0.8610442144439059
llama_4_maverick_17b_128e_instruct_november_2024_prompt2.json,1000,940,0.94,0.8294705294705293,0.8202342796092796,0.8215502144290157
internlm2_november_2024_prompt2.json,1000,815,0.815,0.6914521883975261,0.6507018491572836,0.6634000105651309
phi3_november_2024_prompt2.json,1000,580,0.58,0.47894216126146427,0.3794404420365058,0.4077710577137644
openthinker_32b_november_2024_prompt2.json,1000,868,0.868,0.7839486480285219,0.7474314722681569,0.7581112856123322
olmo2_7b_november_2024_prompt2.json,1000,810,0.81,0.7082580513448681,0.6624242036430448,0.6757213465663204
mistral_small_november_2024.json,502,398,0.7928286852589641,0.6458315295815297,0.6122668650793651,0.6222316073302916
llama323b_november_2024.json,524,303,0.5782442748091603,0.34366925064599485,0.28624418575968963,0.30260864144697425
llama33_november_2024_prompt2.json,1000,890,0.89,0.8171198084496957,0.7937838250178614,0.8006915906584766
cogito_32b_november_2024_prompt2.json,1000,861,0.861,0.788251397725082,0.7534318051229815,0.7639517717130746
granite3.3_november_2024_prompt2.json,1000,803,0.803,0.6826368853730418,0.6348803583065918,0.6474689943513395
solar-pro_november_2024.json,1000,330,0.33,0.17762304921968788,0.12835552644275358,0.14150322073575428
claude35_haiku_november_2024.json,880,842,0.9568181818181818,0.8871096660570345,0.8878675004062,0.8847621769571673
llama33_november_2024.json,1000,943,0.943,0.8741823886985177,0.857997311827957,0.8624423461880857
gemma3_27b_it_qat_november_2024_prompt2.json,1000,802,0.802,0.6986362493715434,0.6536767241979792,0.6646990436879161
deepseek_r1_32b_november_2024_prompt2.json,1000,729,0.729,0.6900630571863449,0.5990923119316631,0.6270993757141545
gemini_25_november_2024_prompt2.json,1000,962,0.962,0.8932212885154063,0.8936342592592592,0.8916931119671352
qwen3_8b_november_2024_prompt2.json,1000,736,0.736,0.6913959264778937,0.6152080821035422,0.6378768079215105
mistral_small24b_november_2024.json,995,810,0.8140703517587939,0.713970845636358,0.6609355167499542,0.6753112478618201
phi4_november_2024.json,1000,849,0.849,0.7331563882383555,0.68563242440704,0.7006583930171049
command_a_november_2024_prompt2.json,1000,818,0.818,0.7666062801932367,0.7196561336345038,0.7322070944090578
gpt_5_mini_november_2024_prompt2.json,811,640,0.7891491985203453,0.7418016794655677,0.7149019802348506,0.7167553816029036
gemini20_flash_november_2024_prompt2.json,1000,932,0.932,0.8250708616780045,0.8058584880181282,0.8116921118259919
claude35_haiku_november_2024_prompt2.json,1000,956,0.956,0.8842402597402597,0.8801966594012048,0.8794960098571138
mixtral_november_2024_prompt2.json,1000,834,0.834,0.7532134532134531,0.7134981610678611,0.7246041851903655
mistral_small_24b_november_2024_prompt2.json,1000,835,0.835,0.7567338840298025,0.7147955148592903,0.7255211840231676
internlm2_november_2024.json,992,712,0.717741935483871,0.5336278753925813,0.4733810991371617,0.4919608287426331
command_r7b_november_2024_prompt2.json,1000,770,0.77,0.6747160891133923,0.6172650961196616,0.6309536354734283
gpt_41_nano_november_2024_prompt2.json,1000,884,0.884,0.7639541300872063,0.7408926824710589,0.7447424557290634
gemma2_november_2024.json,495,426,0.8606060606060606,0.7494813278008299,0.7137861236724669,0.7226750998303354
mistral_nemo_november_2024_prompt2.json,1000,869,0.869,0.795204081632653,0.766328181921462,0.7737603886168913
exaone35_32b_november_2024_prompt2.json,1000,803,0.803,0.6970193740685544,0.6455380666931573,0.6579471636369878
hermes3_70b_november_2024_prompt2.json,1000,637,0.637,0.7054231285319845,0.5627228799942233,0.6076655178787782
llama318b_november_2024.json,507,442,0.8717948717948718,0.7318102949681897,0.708623321123321,0.7157082056097528
openai4o_november_2024.json,1000,938,0.938,0.8819444444444444,0.856029524964558,0.8640960667173565
gemma3_12b_november_2024_prompt2.json,1000,736,0.736,0.6046589817483189,0.5421940002848006,0.5587316642531456
gptoss20b_november_2024_prompt2.json,811,645,0.7953144266337855,0.6299335459861776,0.5742437837416317,0.5910866008572478
exaone35_november_2024.json,960,671,0.6989583333333333,0.5137425546264921,0.4447756858753666,0.466181355471558
gpt_41_mini_november_2024_prompt2.json,1000,932,0.932,0.8308971339400811,0.8149454567923425,0.8190181687224977
claude3_sonnet_november_2024.json,985,927,0.9411167512690355,0.8801815690304898,0.8692826185153764,0.8712557933138037
exaone_deep_32b_november_2024_prompt2.json,1000,798,0.798,0.6951891756452017,0.6401010294091368,0.6563260672744544
tulu3_8b_november_2024_prompt2.json,1000,850,0.85,0.7769539188224309,0.7425744539231717,0.7517571528159993
mistral_small_31_november_2024_prompt2.json,1000,942,0.942,0.875880896093662,0.8584706295477572,0.862433472350474
gemma3_27b_november_2024_prompt2.json,1000,817,0.817,0.7058913308913309,0.6597287247306226,0.6728062756133376
gemma2_november_2024_prompt2.json,1000,859,0.859,0.746685651004588,0.7026494557345667,0.7171743124989354
phi3_november_2024.json,521,191,0.3666026871401152,0.3401360544217687,0.23475238160242595,0.2640201951461627
claude35_sonnet_november_2024_prompt2.json,1000,938,0.938,0.8801190476190476,0.8718954383406256,0.8717746293177496
phi4_reasoning_plus_november_2024_prompt2.json,1000,853,0.853,0.7083730158730158,0.6697455242154009,0.6825680424885412
deepseek_r1_32b_november_2024.json,1000,742,0.742,0.700065008938729,0.616866629698747,0.6439726438035153
gemini25_flash_preview_04_17_november_2024_prompt2.json,1000,961,0.961,0.8861981615750993,0.8782131154760974,0.879571382302772
qwen25_72b_november_2024_prompt2.json,1000,857,0.857,0.7927628257923962,0.7544889828716502,0.7659659717796455
deepseek_r1_8b_november_2024.json,781,371,0.47503201024327785,0.5233834677297574,0.3749277818214958,0.42115663102079337
phi4_mini_november_2024_prompt2.json,1000,753,0.753,0.5548991848991849,0.48470666115209454,0.5048784824589577
claude37_sonnet_november_2024_prompt2.json,1000,964,0.964,0.9068385749822316,0.906475435323383,0.9043999687591141
o3-mini_november_2024_prompt2.json,1000,836,0.836,0.6838308457711443,0.6395356992329175,0.649220070833514
starling-lm_november_2024.json,270,202,0.7481481481481481,0.6555232558139535,0.600453146374829,0.6177528207103535
gemma2_27b_november_2024_prompt2.json,1000,858,0.858,0.7552116402116402,0.709534730255125,0.7250515009659573
claude_haiku_45_november_2024_prompt2.json,811,752,0.9272503082614056,0.8794012501010591,0.8816487767412235,0.8761311897058008
